Channel,Date,Text news,link
https://t.me/rbc_news,2025-11-24 07:27:56+00:00,"**Центробанк отреагировал на просьбу российских банков и предложил Министерству экономического развития **[**запретить продажу**](https://www.rbc.ru/economics/24/11/2025/692401ef9a7947223c8e9b87?from=short_news?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6911b3669a79476edca32bb5)** продуктов дочерних банков маркетплейсов на их собственных онлайн-платформах. **Об этом пишет «Коммерсантъ» со ссылкой на письмо главы Банка России Эльвиры Набиуллиной к министру экономразвития Максиму Решетникову.

Продукты дочерних банков, считает Набиуллина, «имеют заведомо неконкурентные преимущества по сравнению с другими участниками банковского рынка».

Глава ЦБ также предложила запретить онлайн-платформам устанавливать разные цены на своих площадках в зависимости от способа оплаты и привлечь Федеральную антимонопольную службу (ФАС) для контроля соблюдения новых правил.

__Фото: Наталья Шатохина / NEWS. ru / Global Look Press__

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136469
https://t.me/rbc_news,2025-11-24 07:15:33+00:00,"**Делегациям США и Украины на переговорах в Женеве удалось **[**согласовать**](https://www.rbc.ru/politics/24/11/2025/692401f79a79475cc05828a7?from=from_main_1?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6911b3669a79476edca32bb5)** большинство положений американского мирного плана, а значительную часть — скорректировать, **утверждает «РБК-Украина».

По данным издания, среди согласованных пунктов — численность ВСУ и формат обмена пленными. В то же время вопрос о территориях и закреплении в Конституции Украины положения об отказе вступать в НАТО стороны договорились «вынести за скобки». Эти темы будут обсуждать лично Зеленский и Трамп, говорится в материале.

__Фото: Emma Farge / Reuters__

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136468
https://t.me/rbc_news,2025-11-24 07:03:45+00:00,"**Следующие месяцы для Украины будут критическими, заявили американские военные, которые приезжали в Киев на прошлой неделе с оценкой ситуации на фронте. **Их слова [передал](https://www.rbc.ru/politics/24/11/2025/6923ef369a7947815bf82aa4?from=from_main_4?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6911b3669a79476edca32bb5) источник «РБК-Украина».

Представители США заявили на встрече, что ситуация складывается не в пользу украинской стороны. «Они считают, что следующие месяцы для нас будут критическими и что через 12 месяцев мы все равно потеряем Донецкую область. А если они нам все обрежут — это может произойти еще быстрее», — рассказал один из собеседников издания.

__Фото: Reuters

__🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136467
https://t.me/rbc_news,2025-11-24 06:49:46+00:00,"**После переговоров Украины и США в Швейцарии остались «нерешенные вопросы»,** заявил президент Финляндии Александр Стубб. Он также сообщил, что провел телефонный разговор с Зеленским. 

«Вчерашние переговоры между Украиной и Соединенными Штатами в Женеве позволили сделать шаги на пути к справедливому и прочному миру. Все еще остаются нерешенные вопросы»

Ранее госсекретарь США Марко Рубио назвал «самой продуктивной» встречу в Женеве по Украине. Глава офиса Владимира Зеленского Андрей Ермак, возглавляющий украинскую делегацию, подтвердил, что был достигнут «хороший прогресс», и поблагодарил Трампа за его усилия по мирному урегулированию.

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136466
https://t.me/rbc_news,2025-11-24 06:31:20+00:00,"**Правительство поддержало законопроект группы депутатов, позволяющий частным водителям такси использовать в работе **[**личные автомобили,**](https://www.rbc.ru/politics/24/11/2025/6923483d9a79470026285e8c?from=from_main_5?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6911b3669a79476edca32bb5)** не соответствующие требованиям по локализации, **сообщили РБК два источника, знакомых с решением.

Согласно проекту, физические лица смогут включать свои автомобили в региональные реестры такси, даже если транспортное средство не соответствует нормам локализации, при условии, что оно находится в собственности владельца более шести месяцев и владелец использует его без привлечения третьих лиц. **Такое право, в случае принятия законопроекта, будет действовать до 1 января 2033 года.**

Для этой категории депутаты предлагает предусмотреть квоту в размере **не менее 25% от общего числа автомобилей, зарегистрированных в региональном реестре такси**.
Один из источников РБК объясняет, что решение принято, чтобы «обеспечить поэтапный и сбалансированный переход к требованиям локализации».

__Фото: Олег Яковлев / РБК

__🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136465
https://t.me/rbc_news,2025-11-24 06:23:38+00:00,"**Европа готовится к тому, что Соединенные Штаты прекратят поддержку Украины на фоне проблем с урегулированием конфликта**, [заявил](https://www.rbc.ru/politics/24/11/2025/6923d81c9a79477df28db61e?from=short_news?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6911b3669a79476edca32bb5) Financial Times европейский чиновник.

В таком случае, отметил источник газеты, украинский лидер Владимир Зеленский и его страна останутся «в опасном положении». «Очевидно, что мы планируем именно такой сценарий», — сказал он.

Еще один европейский чиновник охарактеризовал ситуацию в администрации президента США Дональда Трампа как «беспорядочную».

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136464
https://t.me/rbc_news,2025-11-24 06:02:57+00:00,"**Департамент по повышению эффективности работы федерального правительства США (DOGE), которое до конца мая возглавлял бизнесмен Илон Маск, был расформирован за восемь месяцев **[**до истечения срока полномочий,**](https://www.rbc.ru/politics/24/11/2025/6923c6aa9a794715e0f63afa?from=short_news?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6911b3669a79476edca32bb5)** **сообщает Reuters. Департамент должен был завершить работу в июле 2026 года. 

Директор управления кадровой службы (OPM) Скотт Купор на вопрос о статусе DOGE ответил, что «такого не существует», добавив, что это больше не «централизованная структура».

Reuters со ссылкой на документы пишет, что многие функции DOGE перешли к OPM. Согласно подписанному президентом США Дональдом Трампом в августе указу, двое влиятельных сотрудников департамента теперь работают в Национальной дизайн-студии.

__Фото: Samuel Corum/Getty Images__

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136463
https://t.me/rbc_news,2025-11-24 05:45:38+00:00,"**Малайзия планирует ввести запрет на социальные сети для лиц младше 16 лет в 2026 году**, передает New Straits Times.
Платформам необходимо подготовить систему электронной идентификации к введению запрета, заявил министр коммуникаций Фахми Фадзил. 

«Я уверен, что если правительство, органы власти и родители будут работать сплоченно, мы сможем сделать так, чтобы Интернет в Малайзии был не только быстрым, широко распространенным и доступным, но, самое главное, безопасным, особенно для детей и семей»

Министр также отметил, что правительство изучает меры, применяемые в этой области в разных странах, например, в Австралии. Там уже в следующем месяце введут запрет на использование социальных сетей для лиц младше 16 лет.

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136462
https://t.me/rbc_news,2025-11-24 05:31:49+00:00,"**Каждая третья компания видит риски, связанные с кибербезопасностью при внедрении облачных решений, **[говорится](https://pro.rbc.ru/demo/69208d489a7947a4ae210f54?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=69208d489a7947a4ae210f54) в совместном исследовании «Яков и партнеры» и Yandex B2B Tech. Еще 71% респондентов указали на правовые риски использования данных в облаках, 57% — на риски их конфиденциальности. 

Провайдеры, в свою очередь, настаивают — аналогичные риски присущи и локальным решениям, а использование облаков позволит компаниям внедрять искусственный интеллект без существенных финансовых и временных затрат.

__Фото: Thx4Stock team / Shutterstock__

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136461
https://t.me/rbc_news,2025-11-24 05:10:12+00:00,**Главные новости — в утреннем выпуске на телеканале РБК **🗞,https://t.me/rbc_news/136460
https://t.me/rbc_news,2025-11-24 04:52:01+00:00,"«Никто не избежит его правосудия»

**Трамп в соцсети Truth Social сделал репост картинки, сгенерированной нейросетями, на которой он изображен в образе **[**императора.**](https://www.rbc.ru/rbcfreenews/69238ed79a7947d2895bacf3?from=short_news?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6911b3669a79476edca32bb5)

У ног Трампа находятся коленопреклоненные люди в деловых костюмах. Они похожи на канцлера Германии Фридриха Мерца, главу Еврокомиссии Урсулу фон дер Ляйен и премьер-министра Великобритании Кира Стармера. 

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136459
https://t.me/rbc_news,2025-11-24 04:41:01+00:00,"**Минэнерго признало недостаточной текущую маржинальность АЗС. **В связи с этим ведомство считает целесообразным уйти от таргетирования цен на АЗС по потребительской инфляции (ИПЦ) и вместо этого применять более расширенный композитный индекс (ИЦД). Он учитывает такие компоненты, как рост фонда оплаты труда, налогов (акцизы), кредитной нагрузки, тарифов ЖКХ и транспортных перевозок, а также рост стоимости обновления основных средств. 

Так, по расчетам Минэнерго за 2025 год композитный индекс вырос на 14%, тогда как средний рост розничных цен на АИ-92 с начала года составил 12,7%, АИ-95 - 11,5% и дизель - 6,3% при росте ИПЦ только на 5,3%. А в 2026 году ИЦД увеличится на 5,7%, а ИПЦ на 4%. Таким образом, считает Минэнерго, переход на композитный индекс не повлечет за собой избыточный рост цен на АЗС. **Подробнее — читайте **[**в материале РБК. **](https://www.rbc.ru/business/24/11/2025/6920c0279a7947159a3a4efa?from=short_news?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6911b3669a79476edca32bb5)

__Фото: Михаил Гребенщиков/ РБК__

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136458
https://t.me/rbc_news,2025-11-24 04:31:01+00:00,"**Королевский военно-морской флот Великобритании **[**перехватил**](https://www.rbc.ru/rbcfreenews/6923c31d9a794715e0f63af8?from=from_main_8?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6911b3669a79476edca32bb5)** российский корвет «Стойкий» и танкер у побережья Великобритании**, сообщают Independent и Associated Press со ссылкой на заявления Минобороны страны.

По данным ведомства, патрульный корабль HMS Severn в течение двух недель отслеживал перемещение российских судов через Дуврский пролив и далее к западу. Позже наблюдение было передано неназванному союзнику по НАТО у побережья Бретани, при этом HMS Severn продолжил мониторинг на удалении, отметили в Минобороны. 

Точное время перехвата не названо. Как отметили в военном ведомстве, за два года число российских кораблей, подходящих к британским водам, увеличилось на 30%. Командование Королевского флота назвало операцию частью регулярного взаимодействия с союзниками по НАТО.

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136457
https://t.me/rbc_news,2025-11-24 04:20:01+00:00,"**Недавно предправления Сбербанка Герман Греф заявил, что объем недоплаченных маркетплейсами налогов в 2025 году составит 1,5 трлн руб.** РБК выяснил, как насчитали эту сумму. 

Это упущенные бюджетом налоги в 2026 году из-за разницы между потенциальными выплатами НДС в бюджет со всех продаж на маркетплейсах по средней базовой ставке, характерной для классического ретейла (21%, по данным «Сбера»), и оценкой фактической уплаты НДС селлерами на маркетплейсах, работающими на упрощенной системе налогообложения, и нерезидентами. По оценке «Сбера», на участников микро- и малого бизнеса на «упрощенке», а также на нерезидентов приходится около 60% оборота маркетплейсов или 6,8 трлн в 2025 году.

**Какие эффекты от этого видит «Сбер» для традиционной розницы, и как расчеты оценили независимые эксперты — **[**в материале РБК.**](https://pro.rbc.ru/demo/692326399a7947bdd36e81c1?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=692326399a7947bdd36e81c1)**

**__Фото: Михаил Гребенщиков/ РБК __

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136456
https://t.me/rbc_news,2025-11-24 04:10:59+00:00,"**Силы ПВО за ночь сбили 93 беспилотника над регионами России**, сообщили в Минобороны.

45 дронов перехватили над территорией Белгородской области, 9 – над территорией Краснодарского края, 7 – над Нижегородской областью, 4 – над Воронежской, 20 – над акваторией Черного моря, 8 – над акваторией Азовского моря.

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136455
https://t.me/rbc_news,2025-11-24 03:59:53+00:00,"**В результате переговоров делегаций Украины и США в Женеве стороны разработали «обновленные и усовершенствованные рамки мирного урегулирования», **[говорится](https://www.rbc.ru/politics/24/11/2025/692398139a7947d0b502f7bf?from=from_main_1?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6911b3669a79476edca32bb5) в совместном заявлении Вашингтона и Киева, опубликованного Белым домом и офисом украинского президента.

В переговорах от США участвовали госсекретарь Марко Рубио, спецпосланник президента Стив Уиткофф, министр армии Дэниел Дрисколл и зять Дональда Трампа Джаред Кушнер, сказано в другом сообщении Белого дома по итогам переговоров.
В публикации говорится, что переговоры были конструктивными, целенаправленными и основанными на уважении, «что подчеркнуло общую приверженность достижению справедливого и прочного мира». 

Также Вашингтон и Киев сошлись в позиции, что любое будущее соглашение должно поддерживать суверенитет Украины и «обеспечивать устойчивый и справедливый мир».

__Фото: Kevin Dietsch / Getty Images

__🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136454
https://t.me/rbc_news,2025-11-23 20:10:57+00:00,"России еще предстоит высказать позицию по плану урегулирования на Украине, заявил госсекретарь США Марко Рубио.

Он уточнил, что сейчас США прорабатывают договоренности с украинской стороной, после чего они будут переданы Москве.

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136453
https://t.me/rbc_news,2025-11-23 20:08:58+00:00,"**Европа **[**согласилась**](https://www.rbc.ru/politics/23/11/2025/6923582d9a794717a0a05722?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=6923582d9a794717a0a05722)** на возврат России в G8 по окончании конфликта на Украине**, сообщает Reuters со ссылкой на европейский план урегулирования украинского кризиса. Этот план из 28 пунктов, как пишет агентство, разработали Великобритания, Франция и Германия на основе американского.

До этого один из планов ЕС опубликовала газета The Telegraph, в нем 24 пункта.

Согласно плану, которым поделился Reuters, Россия будет постепенно реинтегрироваться в мировую экономику.

«Россию снова пригласят в «Большую восьмерку», — говорится в одном из положений 13-го пункта плана.

Кроме этого, в отношении России будут постепенно смягчать санкции, при этом каждый конкретный случай будет обсуждаться и согласовываться поэтапно.

__Фото: Sean Gallup / Getty Images__

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136452
https://t.me/rbc_news,2025-11-23 19:58:01+00:00,"Солистка уличной группы «Стоптайм» Диана Логинова (известна под псевдонимом Наоко) [**покинула**](https://www.rbc.ru/politics/23/11/2025/692363e09a79470ab06ebedc?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=692363e09a79470ab06ebedc)** Россию**, сообщила «Фонтанка» со ссылкой на источники. Эту информацию подтвердил РБК источник в окружении Логиновой.

Ранее сегодня Наоко и гитариста «Стоптайм» Александра Орлова освободили из-под административного ареста. Музыкантов группы задержали 15 октября и арестовали на 13 суток из-за публичного исполнения песен Noize MC (Иван Алексеев, внесен в реестр иноагентов) и Монеточки (Елизавета Гырдымова, внесена в реестр иноагентов).

После музыкантам трижды назначали административные аресты.

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136451
https://t.me/rbc_news,2025-11-23 19:28:52+00:00,"В ходе переговоров в Женеве американская сторона обвинила украинскую в утечке негативной информации о мирном плане в американскую прессу, пишет журналист Axios Барак Равид.

По данным его источников, украинская сторона согласилась опубликовать позитивное заявление одного из участников переговоров, «чтобы прояснить ситуацию».

Также, по словам Равида, в ходе переговоров США выразили готовность внести некоторые изменения на основе встречного предложения Украины.

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136450
https://t.me/rbc_news,2025-11-23 18:36:37+00:00,"Первая встреча с делегацией США в Женеве была продуктивной, **в ближайшее время состоится вторая**, [сообщил](https://www.rbc.ru/rbcfreenews/69234ae29a7947f3ed657560?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=69234ae29a7947f3ed657560) руководитель украинской делегации на переговорах и глава офиса президента страны Андрей Ермак.

«Мы провели очень продуктивную первую встречу <...>. Достигли очень хорошего прогресса».

На второй встрече, которая пройдет в ближайшее время, стороны продолжат работать над общими предложениями с привлечением европейских партнеров, добавил он.

По словам Ермака, финальные решения примут Владимир Зеленский и президент США Дональд Трамп.

__Фото: Emma Farge / Reuters__

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136449
https://t.me/rbc_news,2025-11-23 18:18:04+00:00,"Украинский президент Владимир Зеленский [поблагодарил](https://www.rbc.ru/politics/23/11/2025/69233b599a7947334077a7ca?utm_source=telegram&utm_medium=messenger&utm_campaign=rbc_news&utm_content=69233b599a7947334077a7ca) США за усилия по урегулированию после того, как американский президент Дональд Трамп обвинил «руководство» Украины» в отсутствии благодарности.

Зеленский в телеграм-канале написал, что лидерство США «важно».

«Мы благодарны за все, что Америка и Президент Трамп делают ради безопасности, и сохраняем максимальную конструктивность».

Ранее Трамп в социальной сети Truth Social написал, что Украина не выразила «никакой благодарности» США за те усилия, которые власти приложили для урегулирования конфликта.

__Фото: Валентин Огиренко / Reuters__

🐚 РБК в [**Telegram**](https://t.me/+TWkNpYxFVos5YmRi) и [**MAX**](https://max.ru/rbc)",https://t.me/rbc_news/136448
